x y width height conf
0.4018362760543823 0.6393290758132935 0.029413610696792603 0.028591692447662354 0.5034975409507751
0.4920937120914459 0.6749579310417175 0.042796552181243896 0.029453635215759277 0.3743337094783783
0.44373947381973267 0.6633173227310181 0.04562494158744812 0.047257840633392334 0.3705857992172241
0.6061676740646362 0.619306206703186 0.016032516956329346 0.016035258769989014 0.3486200273036957
0.46534162759780884 0.550266444683075 0.018089860677719116 0.017966270446777344 0.32877203822135925
0.36206740140914917 0.6165347695350647 0.049803227186203 0.061425089836120605 0.3157871961593628
0.5189716815948486 0.8319474458694458 0.020785152912139893 0.01931971311569214 0.3145504891872406
0.305990993976593 0.6084591150283813 0.01981329917907715 0.021386921405792236 0.28501617908477783
0.39760273694992065 0.7898576855659485 0.023583143949508667 0.022611021995544434 0.25626030564308167
0.5428398847579956 0.6184094548225403 0.029007434844970703 0.02570784091949463 0.2461124211549759
0.5420914888381958 0.6186145544052124 0.027374446392059326 0.02361959218978882 0.2450607568025589
0.584058940410614 0.696222722530365 0.016317367553710938 0.016486048698425293 0.22432921826839447
0.6060110926628113 0.6197752356529236 0.02172672748565674 0.021608710289001465 0.2209700047969818
0.39827990531921387 0.7896454930305481 0.029320567846298218 0.02706301212310791 0.22004473209381104
0.4652186632156372 0.5503876209259033 0.024009138345718384 0.022751986980438232 0.21810126304626465
0.5115499496459961 0.7315090894699097 0.03012239933013916 0.03309059143066406 0.18488195538520813
0.5307772755622864 0.672380805015564 0.02494335174560547 0.02159649133682251 0.18399247527122498
0.36691704392433167 0.611608624458313 0.05611896514892578 0.07609349489212036 0.18090371787548065
0.3646205961704254 0.5949927568435669 0.04366111755371094 0.040800631046295166 0.17991331219673157
0.36922121047973633 0.5930211544036865 0.04896038770675659 0.04275733232498169 0.1793958842754364
0.5277798175811768 0.7782996892929077 0.01649951934814453 0.015471875667572021 0.16890721023082733
0.5603705644607544 0.7153436541557312 0.018982410430908203 0.017554163932800293 0.1510518342256546
0.5509132742881775 0.8014506101608276 0.02226388454437256 0.02168828248977661 0.15070679783821106
0.3916616439819336 0.6823868751525879 0.025559067726135254 0.02346169948577881 0.14451827108860016
0.5421196818351746 0.6199678182601929 0.03344380855560303 0.029642105102539062 0.13115529716014862
0.5334818363189697 0.672304093837738 0.02999424934387207 0.025737643241882324 0.12541763484477997
0.5355068445205688 0.8845546245574951 0.023179054260253906 0.022740542888641357 0.12065073102712631
