x y width height conf
0.1712682545185089 0.6566318869590759 0.022360846400260925 0.021062493324279785 0.46639201045036316
0.18153569102287292 0.6136234998703003 0.021698668599128723 0.021059036254882812 0.4457220137119293
0.16059264540672302 0.6844442486763 0.03417690098285675 0.027403831481933594 0.3692724108695984
0.24166078865528107 0.7314229011535645 0.023701995611190796 0.022096633911132812 0.36518678069114685
0.25291478633880615 0.6926151514053345 0.05053478479385376 0.046806514263153076 0.35771092772483826
0.5418440103530884 0.937165379524231 0.023349225521087646 0.021518170833587646 0.3260878324508667
0.2906777858734131 0.8544300198554993 0.04942435026168823 0.054331183433532715 0.3141777217388153
0.6039553284645081 0.6377480030059814 0.021556973457336426 0.021611034870147705 0.3065463900566101
0.23102398216724396 0.5517927408218384 0.01940155029296875 0.018367350101470947 0.30207008123397827
0.3947557508945465 0.8804479837417603 0.022430717945098877 0.021125376224517822 0.29604244232177734
0.46571987867355347 0.9491884112358093 0.01880168914794922 0.017955780029296875 0.2733956277370453
0.6251834630966187 0.9727628827095032 0.0200842022895813 0.01917111873626709 0.267945259809494
0.5471042394638062 0.6112922430038452 0.017762720584869385 0.0182991623878479 0.2573186755180359
0.35690629482269287 0.9518007040023804 0.030295461416244507 0.02618163824081421 0.25286075472831726
0.388512521982193 0.9502851366996765 0.02250462770462036 0.02082955837249756 0.24942384660243988
0.3218775987625122 0.8026490211486816 0.028458595275878906 0.02825295925140381 0.24510778486728668
0.38304343819618225 0.6324831247329712 0.022608935832977295 0.02251511812210083 0.2182932049036026
0.3152848482131958 0.9148081541061401 0.02689632773399353 0.027738571166992188 0.21519173681735992
0.5555028915405273 0.9312378168106079 0.0242459774017334 0.023060262203216553 0.19969333708286285
0.34814414381980896 0.816903293132782 0.031954944133758545 0.027916312217712402 0.19579432904720306
0.247920423746109 0.6931985020637512 0.03686046600341797 0.037218451499938965 0.19529259204864502
0.35551679134368896 0.6373500823974609 0.024808496236801147 0.024480104446411133 0.18787771463394165
0.38098183274269104 0.9229406118392944 0.024155914783477783 0.0227203369140625 0.18555644154548645
0.29155927896499634 0.7552766799926758 0.019160538911819458 0.019520044326782227 0.18250013887882233
0.4655877947807312 0.9495120048522949 0.022753149271011353 0.021725058555603027 0.18219593167304993
0.3125216066837311 0.777154803276062 0.02080559730529785 0.01837056875228882 0.17596836388111115
0.2867922782897949 0.8391896486282349 0.030666351318359375 0.03193777799606323 0.17558984458446503
0.2869381904602051 0.8440864086151123 0.034060657024383545 0.041996777057647705 0.17235147953033447
0.5623250007629395 0.927018940448761 0.020665466785430908 0.022016167640686035 0.15462876856327057
0.4615930914878845 0.8497783541679382 0.016840368509292603 0.01648235321044922 0.15110290050506592
0.18275856971740723 0.6132698059082031 0.027326732873916626 0.025888800621032715 0.14823158085346222
0.1749187707901001 0.6543027758598328 0.030682995915412903 0.030021071434020996 0.14787328243255615
0.35459861159324646 0.6377096176147461 0.031759440898895264 0.029041647911071777 0.1469273567199707
0.5430400371551514 0.9363454580307007 0.03127497434616089 0.026933252811431885 0.14613068103790283
0.15952616930007935 0.6018563508987427 0.016823098063468933 0.0170251727104187 0.14422404766082764
0.2910798490047455 0.8582108020782471 0.04041743278503418 0.04130631685256958 0.14276403188705444
0.480499267578125 0.9914504885673523 0.016051113605499268 0.014871001243591309 0.14218750596046448
0.547607421875 0.610916018486023 0.021942436695098877 0.02165699005126953 0.14102007448673248
0.20487268269062042 0.690061092376709 0.03448820114135742 0.03511965274810791 0.138467475771904
0.1721416860818863 0.6557303667068481 0.028453320264816284 0.024125874042510986 0.13816343247890472
0.1857212781906128 0.6530320644378662 0.03726735711097717 0.03433787822723389 0.13333292305469513
0.18967822194099426 0.6515962481498718 0.02498471736907959 0.032364845275878906 0.13189604878425598
0.2300693392753601 0.5521152019500732 0.0259428471326828 0.02478313446044922 0.12977449595928192
0.47958531975746155 0.9906736612319946 0.02143019437789917 0.016628265380859375 0.12565204501152039
0.3123394250869751 0.7765926122665405 0.025246381759643555 0.02168130874633789 0.12242748588323593
0.2416197806596756 0.7324246168136597 0.028702467679977417 0.028280436992645264 0.11370811611413956
0.6260584592819214 0.328867107629776 0.016841471195220947 0.01616889238357544 0.11278796941041946
0.3119663596153259 0.7758793830871582 0.024687767028808594 0.021945714950561523 0.10719113051891327
0.34238940477371216 0.8150798678398132 0.04328671097755432 0.034722208976745605 0.10356605052947998
0.2949170172214508 0.753825843334198 0.028778254985809326 0.026311397552490234 0.10348077863454819
0.639067530632019 0.7180492877960205 0.021371424198150635 0.01982039213180542 0.10344083607196808
0.6392218470573425 0.7173219919204712 0.019374489784240723 0.01743835210800171 0.10219243168830872
0.2168494164943695 0.655859649181366 0.0234290212392807 0.027849197387695312 0.09873507171869278
0.35188108682632446 0.5027856230735779 0.031130701303482056 0.02699899673461914 0.0980750247836113
0.4378153681755066 0.9638913869857788 0.023067861795425415 0.019697964191436768 0.0957290381193161
0.3519756495952606 0.5037692785263062 0.025381147861480713 0.021779030561447144 0.09188728779554367
0.4583096504211426 0.7324278354644775 0.025591671466827393 0.027446627616882324 0.09178464114665985
0.4154048562049866 0.9827283620834351 0.02291211485862732 0.021342813968658447 0.09070012718439102
0.3240675926208496 0.8083933591842651 0.03669804334640503 0.04111558198928833 0.08923613280057907
